DS_ID,GeoCode,Continent,Country,MacroRegion,Region,Province,DistrictUnit,PostCode
"FR245","FR245","European Union","France","BASSIN PARISIEN","Centre","Loir-et-Cher","",""
"FR246","FR246","European Union","France","BASSIN PARISIEN","Centre","Loiret","",""
"FR253","FR253","European Union","France","BASSIN PARISIEN","Basse-Normandie","Orne","",""
"FR252","FR252","European Union","France","BASSIN PARISIEN","Basse-Normandie","Manche","",""
"FR251","FR251","European Union","France","BASSIN PARISIEN","Basse-Normandie","Calvados","",""
"FR263","FR263","European Union","France","BASSIN PARISIEN","Bourgogne","Saône-et-Loire","",""
"FR261","FR261","European Union","France","BASSIN PARISIEN","Bourgogne","Côte-d'Or","",""
"FR264","FR264","European Union","France","BASSIN PARISIEN","Bourgogne","Yonne","",""
"FR262","FR262","European Union","France","BASSIN PARISIEN","Bourgogne","Nièvre","",""
"FR302","FR302","European Union","France","NORD - PAS-DE-CALAIS","Nord - Pas-de-Calais","Pas-de-Calais","",""
"FR301","FR301","European Union","France","NORD - PAS-DE-CALAIS","Nord - Pas-de-Calais","Nord","",""
"FR413","FR413","European Union","France","EST","Lorraine","Moselle","",""
"FR411","FR411","European Union","France","EST","Lorraine","Meurthe-et-Moselle","",""
"FR412","FR412","European Union","France","EST","Lorraine","Meuse","",""
"FR414","FR414","European Union","France","EST","Lorraine","Vosges","",""
"FR421","FR421","European Union","France","EST","Alsace","Bas-Rhin","",""
"FR422","FR422","European Union","France","EST","Alsace","Haut-Rhin","",""
"FR434","FR434","European Union","France","EST","Franche-Comté","Territoire de Belfort","",""
"FR433","FR433","European Union","France","EST","Franche-Comté","Haute-Saône","",""
"FR432","FR432","European Union","France","EST","Franche-Comté","Jura","",""
"FR431","FR431","European Union","France","EST","Franche-Comté","Doubs","",""
"FR511","FR511","European Union","France","OUEST","Pays de la Loire","Loire-Atlantique","",""
"FR512","FR512","European Union","France","OUEST","Pays de la Loire","Maine-et-Loire","",""
"FR515","FR515","European Union","France","OUEST","Pays de la Loire","Vendée","",""
"FR514","FR514","European Union","France","OUEST","Pays de la Loire","Sarthe","",""
"FR513","FR513","European Union","France","OUEST","Pays de la Loire","Mayenne","",""
"FR522","FR522","European Union","France","OUEST","Bretagne","Finistère","",""
"FR523","FR523","European Union","France","OUEST","Bretagne","Ille-et-Vilaine","",""
"FR521","FR521","European Union","France","OUEST","Bretagne","Côtes-d'Armor","",""
"FR524","FR524","European Union","France","OUEST","Bretagne","Morbihan","",""
"FR531","FR531","European Union","France","OUEST","Poitou-Charentes","Charente","",""
"FR534","FR534","European Union","France","OUEST","Poitou-Charentes","Vienne","",""
"FR532","FR532","European Union","France","OUEST","Poitou-Charentes","Charente-Maritime","",""
"FR533","FR533","European Union","France","OUEST","Poitou-Charentes","Deux-Sèvres","",""
"FR615","FR615","European Union","France","SUD-OUEST","Aquitaine","Pyrénées-Atlantiques","",""
"FR611","FR611","European Union","France","SUD-OUEST","Aquitaine","Dordogne","",""
"FR613","FR613","European Union","France","SUD-OUEST","Aquitaine","Landes","",""
"FR614","FR614","European Union","France","SUD-OUEST","Aquitaine","Lot-et-Garonne","",""
"FR612","FR612","European Union","France","SUD-OUEST","Aquitaine","Gironde","",""
"FR621","FR621","European Union","France","SUD-OUEST","Midi-Pyrénées","Ariège","",""
"FR625","FR625","European Union","France","SUD-OUEST","Midi-Pyrénées","Lot","",""
"FR626","FR626","European Union","France","SUD-OUEST","Midi-Pyrénées","Hautes-Pyrénées","",""
"FR628","FR628","European Union","France","SUD-OUEST","Midi-Pyrénées","Tarn-et-Garonne","",""
"FR627","FR627","European Union","France","SUD-OUEST","Midi-Pyrénées","Tarn","",""
"FR624","FR624","European Union","France","SUD-OUEST","Midi-Pyrénées","Gers","",""
"FR622","FR622","European Union","France","SUD-OUEST","Midi-Pyrénées","Aveyron","",""
"FR623","FR623","European Union","France","SUD-OUEST","Midi-Pyrénées","Haute-Garonne","",""
"FR633","FR633","European Union","France","SUD-OUEST","Limousin","Haute-Vienne","",""
"FR632","FR632","European Union","France","SUD-OUEST","Limousin","Creuse","",""
"FR631","FR631","European Union","France","SUD-OUEST","Limousin","Corrèze","",""
"FR711","FR711","European Union","France","CENTRE-EST","Rhône-Alpes","Ain","",""
"FR713","FR713","European Union","France","CENTRE-EST","Rhône-Alpes","Drôme","",""
"FR718","FR718","European Union","France","CENTRE-EST","Rhône-Alpes","Haute-Savoie","",""
"FR717","FR717","European Union","France","CENTRE-EST","Rhône-Alpes","Savoie","",""
"FR715","FR715","European Union","France","CENTRE-EST","Rhône-Alpes","Loire","",""
"FR712","FR712","European Union","France","CENTRE-EST","Rhône-Alpes","Ardèche","",""
"FR716","FR716","European Union","France","CENTRE-EST","Rhône-Alpes","Rhône","",""
"FR714","FR714","European Union","France","CENTRE-EST","Rhône-Alpes","Isère","",""
"FR724","FR724","European Union","France","CENTRE-EST","Auvergne","Puy-de-Dôme","",""
"FR723","FR723","European Union","France","CENTRE-EST","Auvergne","Haute-Loire","",""
"FR721","FR721","European Union","France","CENTRE-EST","Auvergne","Allier","",""
"FR722","FR722","European Union","France","CENTRE-EST","Auvergne","Cantal","",""
"FR813","FR813","European Union","France","MÉDITERRANÉE","Languedoc-Roussillon","Hérault","",""
"FR812","FR812","European Union","France","MÉDITERRANÉE","Languedoc-Roussillon","Gard","",""
"FR815","FR815","European Union","France","MÉDITERRANÉE","Languedoc-Roussillon","Pyrénées-Orientales","",""
"FR811","FR811","European Union","France","MÉDITERRANÉE","Languedoc-Roussillon","Aude","",""
"FR814","FR814","European Union","France","MÉDITERRANÉE","Languedoc-Roussillon","Lozère","",""
"FR822","FR822","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Hautes-Alpes","",""
"FR823","FR823","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Alpes-Maritimes","",""
"FR825","FR825","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Var","",""
"FR826","FR826","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Vaucluse","",""
"FR824","FR824","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","",""
"FR821","FR821","European Union","France","MÉDITERRANÉE","Provence-Alpes-Côte d'Azur","Alpes-de-Haute-Provence","",""
"FR832","FR832","European Union","France","MÉDITERRANÉE","Corse","Haute-Corse","",""
"FR831","FR831","European Union","France","MÉDITERRANÉE","Corse","Corse-du-Sud","",""
"FR910","FR910","European Union","France","DÉPARTEMENTS D'OUTRE-MER","Guadeloupe","Guadeloupe","",""
"FR920","FR920","European Union","France","DÉPARTEMENTS D'OUTRE-MER","Martinique","Martinique","",""
"FR930","FR930","European Union","France","DÉPARTEMENTS D'OUTRE-MER","Guyane","Guyane","",""
"FR940","FR940","European Union","France","DÉPARTEMENTS D'OUTRE-MER","Réunion","Réunion","",""
"FRZZZ","FRZZZ","European Union","France","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"GR115","GR115","European Union","Greece","VOREIA ELLADA","Anatoliki Makedonia, Thraki","Kavala","",""
"GR111","GR111","European Union","Greece","VOREIA ELLADA","Anatoliki Makedonia, Thraki","Evros","",""
"GR113","GR113","European Union","Greece","VOREIA ELLADA","Anatoliki Makedonia, Thraki","Rodopi","",""
"GR114","GR114","European Union","Greece","VOREIA ELLADA","Anatoliki Makedonia, Thraki","Drama","",""
"GR112","GR112","European Union","Greece","VOREIA ELLADA","Anatoliki Makedonia, Thraki","Xanthi","",""
"GR127","GR127","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Chalkidiki","",""
"GR125","GR125","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Pieria","",""
"GR126","GR126","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Serres","",""
"GR123","GR123","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Kilkis","",""
"GR124","GR124","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Pella","",""
"GR122","GR122","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Thessaloniki","",""
"GR121","GR121","European Union","Greece","VOREIA ELLADA","Kentriki Makedonia","Imathia","",""
"GR131","GR131","European Union","Greece","VOREIA ELLADA","Dytiki Makedonia","Grevena","",""
"GR133","GR133","European Union","Greece","VOREIA ELLADA","Dytiki Makedonia","Kozani","",""
"GR132","GR132","European Union","Greece","VOREIA ELLADA","Dytiki Makedonia","Kastoria","",""
"GR134","GR134","European Union","Greece","VOREIA ELLADA","Dytiki Makedonia","Florina","",""
"GR142","GR142","European Union","Greece","VOREIA ELLADA","Thessalia","Larisa","",""
"GR143","GR143","European Union","Greece","VOREIA ELLADA","Thessalia","Magnisia","",""
"GR141","GR141","European Union","Greece","VOREIA ELLADA","Thessalia","Karditsa","",""
"GR144","GR144","European Union","Greece","VOREIA ELLADA","Thessalia","Trikala","",""
"GR214","GR214","European Union","Greece","KENTRIKI ELLADA","Ipeiros","Preveza","",""
"GR213","GR213","European Union","Greece","KENTRIKI ELLADA","Ipeiros","Ioannina","",""
"GR212","GR212","European Union","Greece","KENTRIKI ELLADA","Ipeiros","Thesprotia","",""
"GR211","GR211","European Union","Greece","KENTRIKI ELLADA","Ipeiros","Arta","",""
"GR223","GR223","European Union","Greece","KENTRIKI ELLADA","Ionia Nisia","Kefallinia","",""
"GR221","GR221","European Union","Greece","KENTRIKI ELLADA","Ionia Nisia","Zakynthos","",""
"GR222","GR222","European Union","Greece","KENTRIKI ELLADA","Ionia Nisia","Kerkyra","",""
"GR224","GR224","European Union","Greece","KENTRIKI ELLADA","Ionia Nisia","Lefkada","",""
"GR233","GR233","European Union","Greece","KENTRIKI ELLADA","Dytiki Ellada","Ileia","",""
"GR232","GR232","European Union","Greece","KENTRIKI ELLADA","Dytiki Ellada","Achaia","",""
"GR231","GR231","European Union","Greece","KENTRIKI ELLADA","Dytiki Ellada","Aitoloakarnania","",""
"GR241","GR241","European Union","Greece","KENTRIKI ELLADA","Sterea Ellada","Voiotia","",""
"GR242","GR242","European Union","Greece","KENTRIKI ELLADA","Sterea Ellada","Evvoia","",""
"GR244","GR244","European Union","Greece","KENTRIKI ELLADA","Sterea Ellada","Fthiotida","",""
"GR245","GR245","European Union","Greece","KENTRIKI ELLADA","Sterea Ellada","Fokida","",""
"GR243","GR243","European Union","Greece","KENTRIKI ELLADA","Sterea Ellada","Evrytania","",""
"GR255","GR255","European Union","Greece","KENTRIKI ELLADA","Peloponnisos","Messinia","",""
"GR254","GR254","European Union","Greece","KENTRIKI ELLADA","Peloponnisos","Lakonia","",""
"GR253","GR253","European Union","Greece","KENTRIKI ELLADA","Peloponnisos","Korinthia","",""
"GR252","GR252","European Union","Greece","KENTRIKI ELLADA","Peloponnisos","Arkadia","",""
"GR251","GR251","European Union","Greece","KENTRIKI ELLADA","Peloponnisos","Argolida","",""
"GR300","GR300","European Union","Greece","ATTIKI","Attiki","Attiki","",""
"GR412","GR412","European Union","Greece","NISIA AIGAIOU, KRITI","Voreio Aigaio","Samos","",""
"GR413","GR413","European Union","Greece","NISIA AIGAIOU, KRITI","Voreio Aigaio","Chios","",""
"GR411","GR411","European Union","Greece","NISIA AIGAIOU, KRITI","Voreio Aigaio","Lesvos","",""
"GR422","GR422","European Union","Greece","NISIA AIGAIOU, KRITI","Notio Aigaio","Kyklades","",""
"GR421","GR421","European Union","Greece","NISIA AIGAIOU, KRITI","Notio Aigaio","Dodekanisos","",""
"GR433","GR433","European Union","Greece","NISIA AIGAIOU, KRITI","Kriti","Rethymni","",""
"GR434","GR434","European Union","Greece","NISIA AIGAIOU, KRITI","Kriti","Chania","",""
"GR431","GR431","European Union","Greece","NISIA AIGAIOU, KRITI","Kriti","Irakleio","",""
"GR432","GR432","European Union","Greece","NISIA AIGAIOU, KRITI","Kriti","Lasithi","",""
"GRZZZ","GRZZZ","European Union","Greece","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"HR016","HR016","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Međimurska županija","",""
"HR015","HR015","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Koprivničko-križevačka županija","",""
"HR014","HR014","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Varaždinska županija","",""
"HR012","HR012","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Zagrebačka županija","",""
"HR013","HR013","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Krapinsko-zagorska županija","",""
"HR011","HR011","European Union","Croatia","Croatia","Sjeverozapadna Hrvatska","Grad Zagreb","",""
"HR016","HR016","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Međimurska županija","",""
"HR015","HR015","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Koprivničko-križevačka županija","",""
"HR014","HR014","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Varaždinska županija","",""
"HR012","HR012","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Zagrebačka županija","",""
"HR013","HR013","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Krapinsko-zagorska županija","",""
"HR011","HR011","European Union","Croatia","Dubrovačko-neretvanska županija","Sjeverozapadna Hrvatska","Grad Zagreb","",""
"HR023","HR023","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Požeško-slavonska županija","",""
"HR025","HR025","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Osječko-baranjska županija","",""
"HR022","HR022","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Virovitičko-podravska županija","",""
"HR026","HR026","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Vukovarsko-srijemska županija","",""
"HR028","HR028","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Sisačko-moslavačka županija","",""
"HR027","HR027","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Karlovačka županija","",""
"HR021","HR021","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Bjelovarsko-bilogorska županija","",""
"HR024","HR024","European Union","Croatia","Croatia","Središnja i Istočna (Panonska)","Brodsko-posavska županija","",""
"HR023","HR023","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Požeško-slavonska županija","",""
"HR025","HR025","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Osječko-baranjska županija","",""
"HR022","HR022","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Virovitičko-podravska županija","",""
"HR026","HR026","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Vukovarsko-srijemska županija","",""
"HR028","HR028","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Sisačko-moslavačka županija","",""
"HR027","HR027","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Karlovačka županija","",""
"HR021","HR021","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Bjelovarsko-bilogorska županija","",""
"HR024","HR024","European Union","Croatia","Dubrovačko-neretvanska županija","Središnja i Istočna (Panonska)","Brodsko-posavska županija","",""
"HR031","HR031","European Union","Croatia","Croatia","Jadranska Hrvatska","Primorsko-goranska županija","",""
"HR035","HR035","European Union","Croatia","Croatia","Jadranska Hrvatska","Splitsko-dalmatinska županija","",""
"HR036","HR036","European Union","Croatia","Croatia","Jadranska Hrvatska","Istarska županija","",""
"HR034","HR034","European Union","Croatia","Croatia","Jadranska Hrvatska","Šibensko-kninska županija","",""
"HR033","HR033","European Union","Croatia","Croatia","Jadranska Hrvatska","Zadarska županija","",""
"HR032","HR032","European Union","Croatia","Croatia","Jadranska Hrvatska","Ličko-senjska županija","",""
"HR031","HR031","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Primorsko-goranska županija","",""
"HR035","HR035","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Splitsko-dalmatinska županija","",""
"HR036","HR036","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Istarska županija","",""
"HR034","HR034","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Šibensko-kninska županija","",""
"HR033","HR033","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Zadarska županija","",""
"HR032","HR032","European Union","Croatia","Dubrovačko-neretvanska županija","Jadranska Hrvatska","Ličko-senjska županija","",""
"HU102","HU102","European Union","Hungary","KÖZÉP-MAGYARORSZÁG","Közép-Magyarország","Pest","",""
"HU101","HU101","European Union","Hungary","KÖZÉP-MAGYARORSZÁG","Közép-Magyarország","Budapest","",""
"HU213","HU213","European Union","Hungary","DUNÁNTÚL","Közép-Dunántúl","Veszprém","",""
"HU212","HU212","European Union","Hungary","DUNÁNTÚL","Közép-Dunántúl","Komárom-Esztergom","",""
"HU211","HU211","European Union","Hungary","DUNÁNTÚL","Közép-Dunántúl","Fejér","",""
"HU222","HU222","European Union","Hungary","DUNÁNTÚL","Nyugat-Dunántúl","Vas","",""
"HU221","HU221","European Union","Hungary","DUNÁNTÚL","Nyugat-Dunántúl","Győr-Moson-Sopron","",""
"HU223","HU223","European Union","Hungary","DUNÁNTÚL","Nyugat-Dunántúl","Zala","",""
"HU233","HU233","European Union","Hungary","DUNÁNTÚL","Dél-Dunántúl","Tolna","",""
"HU231","HU231","European Union","Hungary","DUNÁNTÚL","Dél-Dunántúl","Baranya","",""
"HU232","HU232","European Union","Hungary","DUNÁNTÚL","Dél-Dunántúl","Somogy","",""
"HU311","HU311","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Magyarország","Borsod-Abaúj-Zemplén","",""
"HU313","HU313","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Magyarország","Nógrád","",""
"HU312","HU312","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Magyarország","Heves","",""
"HU322","HU322","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Alföld","Jász-Nagykun-Szolnok","",""
"HU323","HU323","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Alföld","Szabolcs-Szatmár-Bereg","",""
"HU321","HU321","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Észak-Alföld","Hajdú-Bihar","",""
"HU333","HU333","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Dél-Alföld","Csongrád","",""
"HU331","HU331","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Dél-Alföld","Bács-Kiskun","",""
"HU332","HU332","European Union","Hungary","ALFÖLD ÉS ÉSZAK","Dél-Alföld","Békés","",""
"HUZZZ","HUZZZ","European Union","Hungary","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"IE011","IE011","European Union","Ireland  ","IRELAND","Border, Midland and Western","Border","",""
"IE012","IE012","European Union","Ireland  ","IRELAND","Border, Midland and Western","Midland","",""
"IE013","IE013","European Union","Ireland  ","IRELAND","Border, Midland and Western","West","",""
"IE024","IE024","European Union","Ireland  ","IRELAND","Southern and Eastern","South-East (IRL)","",""
"IE023","IE023","European Union","Ireland  ","IRELAND","Southern and Eastern","Mid-West","",""
"IE021","IE021","European Union","Ireland  ","IRELAND","Southern and Eastern","Dublin","",""
"IE025","IE025","European Union","Ireland  ","IRELAND","Southern and Eastern","South-West (IRL)","",""
"IE022","IE022","European Union","Ireland  ","IRELAND","Southern and Eastern","Mid-East","",""
"IEZZZ","IEZZZ","European Union","Ireland  ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"ITC18","ITC18","European Union","Italy","NORD-OVEST","Piemonte","Alessandria","",""
"ITC13","ITC13","European Union","Italy","NORD-OVEST","Piemonte","Biella","",""
"ITC14","ITC14","European Union","Italy","NORD-OVEST","Piemonte","Verbano-Cusio-Ossola","",""
"ITC17","ITC17","European Union","Italy","NORD-OVEST","Piemonte","Asti","",""
"ITC15","ITC15","European Union","Italy","NORD-OVEST","Piemonte","Novara","",""
"ITC11","ITC11","European Union","Italy","NORD-OVEST","Piemonte","Torino","",""
"ITC12","ITC12","European Union","Italy","NORD-OVEST","Piemonte","Vercelli","",""
"ITC16","ITC16","European Union","Italy","NORD-OVEST","Piemonte","Cuneo","",""
"ITC20","ITC20","European Union","Italy","NORD-OVEST","Valle d'Aosta/Vallée d'Aoste","Valle d'Aosta/Vallée d'Aoste","",""
"ITC33","ITC33","European Union","Italy","NORD-OVEST","Liguria","Genova","",""
"ITC34","ITC34","European Union","Italy","NORD-OVEST","Liguria","La Spezia","",""
"ITC32","ITC32","European Union","Italy","NORD-OVEST","Liguria","Savona","",""
"ITC31","ITC31","European Union","Italy","NORD-OVEST","Liguria","Imperia","",""
"ITC46","ITC46","European Union","Italy","NORD-OVEST","Lombardia","Bergamo","",""
"ITC41","ITC41","European Union","Italy","NORD-OVEST","Lombardia","Varese","",""
"ITC42","ITC42","European Union","Italy","NORD-OVEST","Lombardia","Como","",""
"ITC43","ITC43","European Union","Italy","NORD-OVEST","Lombardia","Lecco","",""
"ITC45","ITC45","European Union","Italy","NORD-OVEST","Lombardia","Milano","",""
"ITC49","ITC49","European Union","Italy","NORD-OVEST","Lombardia","Lodi","",""
"ITC47","ITC47","European Union","Italy","NORD-OVEST","Lombardia","Brescia","",""
"ITC4B","ITC4B","European Union","Italy","NORD-OVEST","Lombardia","Mantova","",""
"ITC44","ITC44","European Union","Italy","NORD-OVEST","Lombardia","Sondrio","",""
"ITC4A","ITC4A","European Union","Italy","NORD-OVEST","Lombardia","Cremona","",""
"ITC48","ITC48","European Union","Italy","NORD-OVEST","Lombardia","Pavia","",""
"ITD10","ITD10","European Union","Italy","NORD-EST","Provincia Autonoma Bolzano/Bozen","Bolzano-Bozen","",""
"ITD20","ITD20","European Union","Italy","NORD-EST","Provincia Autonoma Trento","Trento","",""
"ITD36","ITD36","European Union","Italy","NORD-EST","Veneto","Padova","",""
"ITD31","ITD31","European Union","Italy","NORD-EST","Veneto","Verona","",""
"ITD32","ITD32","European Union","Italy","NORD-EST","Veneto","Vicenza","",""
"ITD33","ITD33","European Union","Italy","NORD-EST","Veneto","Belluno","",""
"ITD35","ITD35","European Union","Italy","NORD-EST","Veneto","Venezia","",""
"ITD34","ITD34","European Union","Italy","NORD-EST","Veneto","Treviso","",""
"ITD37","ITD37","European Union","Italy","NORD-EST","Veneto","Rovigo","",""
"ITD44","ITD44","European Union","Italy","NORD-EST","Friuli-Venezia Giulia","Trieste","",""
"ITD42","ITD42","European Union","Italy","NORD-EST","Friuli-Venezia Giulia","Udine","",""
"ITD41","ITD41","European Union","Italy","NORD-EST","Friuli-Venezia Giulia","Pordenone","",""
"ITD43","ITD43","European Union","Italy","NORD-EST","Friuli-Venezia Giulia","Gorizia","",""
"ITD52","ITD52","European Union","Italy","NORD-EST","Emilia-Romagna","Parma","",""
"ITD59","ITD59","European Union","Italy","NORD-EST","Emilia-Romagna","Rimini","",""
"ITD51","ITD51","European Union","Italy","NORD-EST","Emilia-Romagna","Piacenza","",""
"ITD58","ITD58","European Union","Italy","NORD-EST","Emilia-Romagna","Forlì-Cesena","",""
"ITD54","ITD54","European Union","Italy","NORD-EST","Emilia-Romagna","Modena","",""
"ITD55","ITD55","European Union","Italy","NORD-EST","Emilia-Romagna","Bologna","",""
"ITD56","ITD56","European Union","Italy","NORD-EST","Emilia-Romagna","Ferrara","",""
"ITD53","ITD53","European Union","Italy","NORD-EST","Emilia-Romagna","Reggio nell'Emilia","",""
"ITD57","ITD57","European Union","Italy","NORD-EST","Emilia-Romagna","Ravenna","",""
"ITE1A","ITE1A","European Union","Italy","CENTRO (I)","Toscana","Grosseto","",""
"ITE19","ITE19","European Union","Italy","CENTRO (I)","Toscana","Siena","",""
"ITE12","ITE12","European Union","Italy","CENTRO (I)","Toscana","Lucca","",""
"ITE17","ITE17","European Union","Italy","CENTRO (I)","Toscana","Pisa","",""
"ITE18","ITE18","European Union","Italy","CENTRO (I)","Toscana","Arezzo","",""
"ITE15","ITE15","European Union","Italy","CENTRO (I)","Toscana","Prato","",""
"ITE16","ITE16","European Union","Italy","CENTRO (I)","Toscana","Livorno","",""
"ITE13","ITE13","European Union","Italy","CENTRO (I)","Toscana","Pistoia","",""
"ITE11","ITE11","European Union","Italy","CENTRO (I)","Toscana","Massa-Carrara","",""
"ITE14","ITE14","European Union","Italy","CENTRO (I)","Toscana","Firenze","",""
"ITE22","ITE22","European Union","Italy","CENTRO (I)","Umbria","Terni","",""
"ITE21","ITE21","European Union","Italy","CENTRO (I)","Umbria","Perugia","",""
"ITE31","ITE31","European Union","Italy","CENTRO (I)","Marche","Pesaro e Urbino","",""
"ITE32","ITE32","European Union","Italy","CENTRO (I)","Marche","Ancona","",""
"ITE34","ITE34","European Union","Italy","CENTRO (I)","Marche","Ascoli Piceno","",""
"ITE33","ITE33","European Union","Italy","CENTRO (I)","Marche","Macerata","",""
"ITE45","ITE45","European Union","Italy","CENTRO (I)","Lazio","Frosinone","",""
"ITE41","ITE41","European Union","Italy","CENTRO (I)","Lazio","Viterbo","",""
"ITE43","ITE43","European Union","Italy","CENTRO (I)","Lazio","Roma","",""
"ITE44","ITE44","European Union","Italy","CENTRO (I)","Lazio","Latina","",""
"ITE42","ITE42","European Union","Italy","CENTRO (I)","Lazio","Rieti","",""
"ITF12","ITF12","European Union","Italy","SUD","Abruzzo","Teramo","",""
"ITF14","ITF14","European Union","Italy","SUD","Abruzzo","Chieti","",""
"ITF11","ITF11","European Union","Italy","SUD","Abruzzo","L'Aquila","",""
"ITF13","ITF13","European Union","Italy","SUD","Abruzzo","Pescara","",""
"ITF21","ITF21","European Union","Italy","SUD","Molise","Isernia","",""
"ITF22","ITF22","European Union","Italy","SUD","Molise","Campobasso","",""
"ITF35","ITF35","European Union","Italy","SUD","Campania","Salerno","",""
"ITF31","ITF31","European Union","Italy","SUD","Campania","Caserta","",""
"ITF33","ITF33","European Union","Italy","SUD","Campania","Napoli","",""
"ITF34","ITF34","European Union","Italy","SUD","Campania","Avellino","",""
"ITF32","ITF32","European Union","Italy","SUD","Campania","Benevento","",""
"ITF44","ITF44","European Union","Italy","SUD","Puglia","Brindisi","",""
"ITF42","ITF42","European Union","Italy","SUD","Puglia","Bari","",""
"ITF45","ITF45","European Union","Italy","SUD","Puglia","Lecce","",""
"ITF43","ITF43","European Union","Italy","SUD","Puglia","Taranto","",""
"ITF41","ITF41","European Union","Italy","SUD","Puglia","Foggia","",""
"ITF51","ITF51","European Union","Italy","SUD","Basilicata","Potenza","",""
"ITF52","ITF52","European Union","Italy","SUD","Basilicata","Matera","",""
"ITF61","ITF61","European Union","Italy","SUD","Calabria","Cosenza","",""
"ITF65","ITF65","European Union","Italy","SUD","Calabria","Reggio di Calabria","",""
"ITF62","ITF62","European Union","Italy","SUD","Calabria","Crotone","",""
"ITF64","ITF64","European Union","Italy","SUD","Calabria","Vibo Valentia","",""
"ITF63","ITF63","European Union","Italy","SUD","Calabria","Catanzaro","",""
"ITG18","ITG18","European Union","Italy","ISOLE","Sicilia","Ragusa","",""
"ITG19","ITG19","European Union","Italy","ISOLE","Sicilia","Siracusa","",""
"ITG17","ITG17","European Union","Italy","ISOLE","Sicilia","Catania","",""
"ITG13","ITG13","European Union","Italy","ISOLE","Sicilia","Messina","",""
"ITG14","ITG14","European Union","Italy","ISOLE","Sicilia","Agrigento","",""
"ITG15","ITG15","European Union","Italy","ISOLE","Sicilia","Caltanissetta","",""
"ITG12","ITG12","European Union","Italy","ISOLE","Sicilia","Palermo","",""
"ITG11","ITG11","European Union","Italy","ISOLE","Sicilia","Trapani","",""
"ITG16","ITG16","European Union","Italy","ISOLE","Sicilia","Enna","",""
